task,suite name,condition,prompt,completion,log_prob,prediction
124,cleft,vp_mismatch, What the guards concocted was,thwart,tensor(-11.5658),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
124,cleft,vp_mismatch, What the guards concocted was thwart,the plot,tensor(-11.7257),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
124,cleft,vp_match, What the guards did was,thwart,tensor(-10.2363),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
124,cleft,vp_match, What the guards did was thwart,the plot,tensor(-7.9275),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
125,cleft,np_mismatch, What the senator did was ,the bill,tensor(-10.3099),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
125,cleft,np_match, What the senator sponsored was ,the bill,tensor(-3.7315),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
125,cleft,vp_mismatch, What the senator sponsored was,veto,tensor(-8.3566),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
125,cleft,vp_mismatch, What the senator sponsored was veto,the bill,tensor(-6.3684),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
125,cleft,vp_match, What the senator did was,veto,tensor(-8.3241),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
125,cleft,vp_match, What the senator did was veto,the bill,tensor(-6.4612),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
126,cleft,np_mismatch, What the representatives did was ,the law,tensor(-6.7616),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
126,cleft,np_match, What the representatives wrote was ,the law,tensor(-3.8854),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
126,cleft,vp_mismatch, What the representatives wrote was,repeal,tensor(-8.3584),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
126,cleft,vp_mismatch, What the representatives wrote was repeal,the law,tensor(-6.7399),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
126,cleft,vp_match, What the representatives did was,repeal,tensor(-6.8407),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
126,cleft,vp_match, What the representatives did was repeal,the law,tensor(-7.1211),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
127,cleft,np_mismatch, What the old woman did was ,the cats,tensor(-6.9352),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
127,cleft,np_match, What the old woman fed was ,the cats,tensor(-3.5596),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
127,cleft,vp_mismatch, What the old woman fed was,stroke,tensor(-18.9117),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
127,cleft,vp_mismatch, What the old woman fed was stroke,the cats,tensor(-4.3533),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
127,cleft,vp_match, What the old woman did was,stroke,tensor(-16.0967),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
127,cleft,vp_match, What the old woman did was stroke,the cats,tensor(-3.8357),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
128,cleft,np_mismatch, What the army did was ,the country,tensor(-8.9132),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
128,cleft,np_match, What the army loved was ,the country,tensor(-7.4640),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
128,cleft,vp_mismatch, What the army loved was,invade,tensor(-7.1470),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
128,cleft,vp_mismatch, What the army loved was invade,the country,tensor(-4.9498),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
128,cleft,vp_match, What the army did was,invade,tensor(-5.4814),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
128,cleft,vp_match, What the army did was invade,the country,tensor(-2.8528),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
129,cleft,np_mismatch, Who the soldier did was ,the enemy,tensor(-7.4768),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
129,cleft,np_match, Who the soldier battled was ,the enemy,tensor(-3.0584),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
129,cleft,vp_mismatch, Who the soldier battled was,attack,tensor(-9.0976),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
129,cleft,vp_mismatch, Who the soldier battled was attack,the enemy,tensor(-8.6663),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
129,cleft,vp_match, Who the soldier did was,attack,tensor(-8.0817),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
129,cleft,vp_match, Who the soldier did was attack,the enemy,tensor(-6.6546),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
130,cleft,np_mismatch, What the novelist did was ,the book,tensor(-7.3217),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
130,cleft,np_match, What the novelist wrote was ,the book,tensor(-4.8129),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
130,cleft,vp_mismatch, What the novelist wrote was,borrow,tensor(-9.5179),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
130,cleft,vp_mismatch, What the novelist wrote was borrow,the book,tensor(-10.2938),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
130,cleft,vp_match, What the novelist did was,borrow,tensor(-8.9740),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
130,cleft,vp_match, What the novelist did was borrow,the book,tensor(-8.8857),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
131,cleft,np_mismatch, What the worker did was ,the door,tensor(-10.0700),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
131,cleft,np_match, What the worker installed was ,the door,tensor(-5.3991),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
131,cleft,vp_mismatch, What the worker installed was,lock,tensor(-18.2162),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
131,cleft,vp_mismatch, What the worker installed was lock,the door,tensor(-8.3665),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
131,cleft,vp_match, What the worker did was,lock,tensor(-18.0894),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
131,cleft,vp_match, What the worker did was lock,the door,tensor(-5.8850),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
132,cleft,np_mismatch, What the workers did was ,the wall,tensor(-10.8673),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
132,cleft,np_match, What the workers painted was ,the wall,tensor(-4.6046),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
132,cleft,vp_mismatch, What the workers painted was,reinforce,tensor(-9.2261),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
132,cleft,vp_mismatch, What the workers painted was reinforce,the wall,tensor(-7.3217),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
132,cleft,vp_match, What the workers did was,reinforce,tensor(-7.5301),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
132,cleft,vp_match, What the workers did was reinforce,the wall,tensor(-6.6049),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
133,cleft,np_mismatch, What the actor did was ,the story,tensor(-6.1573),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
133,cleft,np_match, What the actor wrote was ,the story,tensor(-4.2848),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
133,cleft,vp_mismatch, What the actor wrote was,tell,tensor(-8.6644),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
133,cleft,vp_mismatch, What the actor wrote was tell,the story,tensor(-7.4858),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
133,cleft,vp_match, What the actor did was,tell,tensor(-8.0774),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
133,cleft,vp_match, What the actor did was tell,the story,tensor(-6.8883),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
134,cleft,np_mismatch, What the tourists did was ,the destination,tensor(-9.1657),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
134,cleft,np_match, What the tourists traveled towards was ,the destination,tensor(-7.0448),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
134,cleft,vp_mismatch, What the tourists traveled towards was,reach,tensor(-10.2224),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
134,cleft,vp_mismatch, What the tourists traveled towards was reach,the destination,tensor(-9.2925),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
134,cleft,vp_match, What the tourists did was,reach,tensor(-9.5935),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
134,cleft,vp_match, What the tourists did was reach,the destination,tensor(-10.0202),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
135,cleft,np_mismatch, What the men did was ,the city,tensor(-8.8217),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
135,cleft,np_match, What the men repaired was ,the city,tensor(-5.4064),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
135,cleft,vp_mismatch, What the men repaired was,defend,tensor(-11.2162),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
135,cleft,vp_mismatch, What the men repaired was defend,the city,tensor(-8.2583),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
135,cleft,vp_match, What the men did was,defend,tensor(-9.6194),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
135,cleft,vp_match, What the men did was defend,the city,tensor(-8.4812),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
136,cleft,np_mismatch, What he did was ,the package,tensor(-13.2933),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
136,cleft,np_match, What he sent was ,the package,tensor(-8.1438),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
136,cleft,vp_mismatch, What he sent was,deliver,tensor(-8.7540),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
136,cleft,vp_mismatch, What he sent was deliver,the package,tensor(-8.9933),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
136,cleft,vp_match, What he did was,deliver,tensor(-9.3126),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
136,cleft,vp_match, What he did was deliver,the package,tensor(-9.0157),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
137,cleft,np_mismatch, What she did was ,the contract,tensor(-11.5901),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
137,cleft,np_match, What she wrote was ,the contract,tensor(-10.2590),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
137,cleft,vp_mismatch, What she wrote was,renew,tensor(-10.1917),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
137,cleft,vp_mismatch, What she wrote was renew,the contract,tensor(-9.9467),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
137,cleft,vp_match, What she did was,renew,tensor(-9.7494),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
137,cleft,vp_match, What she did was renew,the contract,tensor(-8.3598),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
138,cleft,np_mismatch, What he did was ,the rumor,tensor(-6.5814),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
138,cleft,np_match, What he spread was ,the rumor,tensor(-2.8624),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
138,cleft,vp_mismatch, What he spread was,confirm,tensor(-18.4689),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
138,cleft,vp_mismatch, What he spread was confirm,the rumor,tensor(-6.7888),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
138,cleft,vp_match, What he did was,confirm,tensor(-19.5715),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
138,cleft,vp_match, What he did was confirm,the rumor,tensor(-6.0183),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
139,cleft,np_mismatch, Who they did was ,the politician,tensor(-10.6167),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
139,cleft,np_match, Who they rebuked was ,the politician,tensor(-8.8030),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
139,cleft,vp_mismatch, Who they rebuked was,murder,tensor(-5.8435),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
139,cleft,vp_mismatch, Who they rebuked was murder,the politician,tensor(-11.6786),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
139,cleft,vp_match, Who they did was,murder,tensor(-4.6224),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
139,cleft,vp_match, Who they did was murder,the politician,tensor(-11.3718),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
140,cleft,np_mismatch, Who the police did was ,the suspect,tensor(-10.3748),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
140,cleft,np_match, Who the police caught was ,the suspect,tensor(-7.1634),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
140,cleft,vp_mismatch, Who the police caught was,monitor,tensor(-10.0904),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
140,cleft,vp_mismatch, Who the police caught was monitor,the suspect,tensor(-5.4056),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
140,cleft,vp_match, Who the police did was,monitor,tensor(-7.9585),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
140,cleft,vp_match, Who the police did was monitor,the suspect,tensor(-4.6044),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
141,cleft,np_mismatch, What the people did was ,the trash,tensor(-6.3896),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
141,cleft,np_match, What the people collected was ,the trash,tensor(-3.3464),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
141,cleft,vp_mismatch, What the people collected was,remove,tensor(-20.0667),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
141,cleft,vp_mismatch, What the people collected was remove,the trash,tensor(-5.9017),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
141,cleft,vp_match, What the people did was,remove,tensor(-18.0521),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
141,cleft,vp_match, What the people did was remove,the trash,tensor(-3.9021),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
142,cleft,np_mismatch, What the teacher did was ,the subject,tensor(-4.7538),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
142,cleft,np_match, What the teacher taught was ,the subject,tensor(-4.7754),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
142,cleft,vp_mismatch, What the teacher taught was,write about,tensor(-11.0069),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
142,cleft,vp_mismatch, What the teacher taught was write about,the subject,tensor(-8.5677),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
142,cleft,vp_match, What the teacher did was,write about,tensor(-10.3404),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
142,cleft,vp_match, What the teacher did was write about,the subject,tensor(-8.5217),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
143,cleft,np_mismatch, What they did was ,the drugs,tensor(-5.5640),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
143,cleft,np_match, What they bought was ,the drugs,tensor(-5.0587),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
143,cleft,vp_mismatch, What they bought was,transport,tensor(-16.9882),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
143,cleft,vp_mismatch, What they bought was transport,the drugs,tensor(-7.9947),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
143,cleft,vp_match, What they did was,transport,tensor(-17.8768),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
143,cleft,vp_match, What they did was transport,the drugs,tensor(-6.3733),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
144,cleft,np_mismatch, Who he did was ,his friend,tensor(-8.2749),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
144,cleft,np_match, Who he called was ,his friend,tensor(-3.5661),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
144,cleft,vp_mismatch, Who he called was,hug,tensor(-6.6277),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
144,cleft,vp_mismatch, Who he called was hug,his friend,tensor(-7.3184),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
144,cleft,vp_match, Who he did was,hug,tensor(-9.6350),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
